date,mkd_id,district,mkd_lat,mkd_lon,geo_key,avg_temp_c,min_temp_c,max_temp_c,heating_degree_days,precipitation_mm,relative_humidity,cloudiness_hours,wind_speed_ms,wind_load_subzero,operational_period
2024-06-09,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.83,0.99,8.61,14.17,1.63,55.4,10.2,1.48,0.0,Летний режим
2024-06-10,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.48,0.1,7.0,13.52,3.51,60.5,7.9,4.71,0.0,Летний режим
2024-06-11,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.97,-1.62,6.02,14.03,1.96,59.7,7.1,3.5,0.0,Летний режим
2024-06-12,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,1.58,-3.23,4.9,16.42,2.51,67.1,3.6,0.5,0.0,Летний режим
2024-06-13,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.31,-0.65,7.58,12.69,0.75,71.4,6.6,3.33,0.0,Летний режим
2024-06-14,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.71,2.13,7.8,13.29,1.26,59.5,8.6,3.84,0.0,Летний режим
2024-06-15,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,2.17,-3.92,6.97,15.83,1.95,69.2,5.2,2.69,0.0,Летний режим
2024-06-16,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.35,-2.22,6.65,14.65,1.36,75.0,5.2,5.02,0.0,Летний режим
2024-06-17,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.04,-1.71,7.19,13.96,2.34,58.8,4.9,2.77,0.0,Летний режим
2024-06-18,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.01,1.07,8.78,12.99,2.26,71.5,6.6,2.2,0.0,Летний режим
2024-06-19,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,7.22,1.32,9.9,10.78,3.0,49.0,0.0,0.62,0.0,Летний режим
2024-06-20,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.75,0.94,9.65,13.25,1.99,72.5,6.5,1.91,0.0,Летний режим
2024-06-21,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,1.91,-3.58,4.0,16.09,1.08,75.3,8.2,3.93,0.0,Летний режим
2024-06-22,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.89,0.21,8.72,12.11,0.6,71.9,2.9,2.38,0.0,Летний режим
2024-06-23,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.76,-0.92,7.86,13.24,2.36,54.9,10.5,2.16,0.0,Летний режим
2024-06-24,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,2.49,-1.87,6.31,15.51,1.2,72.1,6.2,1.92,0.0,Летний режим
2024-06-25,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,1.77,-2.47,3.78,16.23,0.25,64.7,13.9,4.71,0.0,Летний режим
2024-06-26,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.69,-1.22,7.23,14.31,0.98,66.5,13.9,2.71,0.0,Летний режим
2024-06-27,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.94,-0.15,10.78,12.06,0.69,68.3,4.5,3.47,0.0,Летний режим
2024-06-28,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.31,0.1,7.27,13.69,1.79,62.3,7.6,4.48,0.0,Летний режим
2024-06-29,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.43,0.13,9.76,11.57,1.18,70.8,11.2,2.74,0.0,Летний режим
2024-06-30,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.19,-1.29,9.88,12.81,3.18,63.7,5.1,4.42,0.0,Летний режим
2024-07-01,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.96,2.02,8.35,12.04,6.06,65.5,7.2,2.53,0.0,Летний режим
2024-07-02,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.82,2.66,10.94,11.18,2.44,63.6,7.7,2.7,0.0,Летний режим
2024-07-03,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.7,3.4,10.33,11.3,2.45,63.3,3.3,2.88,0.0,Летний режим
2024-07-04,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.32,-1.63,7.88,13.68,0.52,58.9,7.1,4.17,0.0,Летний режим
2024-07-05,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,8.86,5.76,12.37,9.14,1.73,73.8,6.9,4.62,0.0,Летний режим
2024-07-06,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.07,-2.95,5.69,14.93,1.15,67.7,9.7,1.96,0.0,Летний режим
2024-07-07,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.81,1.49,9.77,12.19,1.54,64.9,10.5,2.45,0.0,Летний режим
2024-07-08,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.62,0.64,8.47,13.38,1.15,59.0,9.4,4.55,0.0,Летний режим
2024-07-09,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,8.0,3.72,11.92,10.0,1.72,56.4,5.7,3.14,0.0,Летний режим
2024-07-10,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.3,-1.81,8.7,13.7,0.32,68.8,3.3,2.24,0.0,Летний режим
2024-07-11,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.77,1.07,7.27,13.23,0.74,64.7,7.0,4.58,0.0,Летний режим
2024-07-12,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.66,1.46,7.45,13.34,1.43,65.1,6.2,2.67,0.0,Летний режим
2024-07-13,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.35,-1.31,7.44,13.65,0.95,69.0,10.9,4.03,0.0,Летний режим
2024-07-14,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.6,0.87,9.77,12.4,0.85,66.1,6.6,3.54,0.0,Летний режим
2024-07-15,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.77,3.85,11.59,11.23,2.29,73.9,11.5,1.78,0.0,Летний режим
2024-07-16,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.09,2.51,9.92,12.91,0.74,59.0,9.7,2.21,0.0,Летний режим
2024-07-17,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.04,-1.93,6.49,13.96,1.34,64.7,9.8,2.18,0.0,Летний режим
2024-07-18,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.19,3.29,9.87,11.81,0.24,67.6,7.2,3.84,0.0,Летний режим
2024-07-19,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.58,1.59,9.25,11.42,1.88,56.9,2.0,3.45,0.0,Летний режим
2024-07-20,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,7.72,4.02,10.3,10.28,1.55,79.1,8.1,2.43,0.0,Летний режим
2024-07-21,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.47,-0.79,8.53,12.53,5.2,61.4,8.9,2.02,0.0,Летний режим
2024-07-22,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.42,2.28,9.41,11.58,0.7,58.0,5.9,2.67,0.0,Летний режим
2024-07-23,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,8.09,3.4,10.24,9.91,0.33,61.9,8.2,3.43,0.0,Летний режим
2024-07-24,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.26,0.48,7.78,12.74,0.6,48.1,10.6,4.77,0.0,Летний режим
2024-07-25,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.62,2.01,10.9,11.38,5.03,69.2,5.3,1.57,0.0,Летний режим
2024-07-26,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.23,3.02,9.84,11.77,2.87,62.8,4.1,2.2,0.0,Летний режим
2024-07-27,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.62,-0.95,8.2,13.38,0.51,65.0,8.4,3.42,0.0,Летний режим
2024-07-28,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.62,1.87,9.1,11.38,3.97,60.0,9.4,3.16,0.0,Летний режим
2024-07-29,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,8.48,3.15,10.92,9.52,0.9,73.1,5.1,1.69,0.0,Летний режим
2024-07-30,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,10.17,5.34,12.96,7.83,2.02,63.1,14.6,5.13,0.0,Летний режим
2024-07-31,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.64,1.61,6.67,13.36,0.58,57.6,3.0,4.54,0.0,Летний режим
2024-08-01,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,8.2,2.31,13.15,9.8,0.54,77.0,4.9,2.42,0.0,Летний режим
2024-08-02,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,8.47,3.37,11.89,9.53,4.01,63.9,7.1,3.7,0.0,Летний режим
2024-08-03,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,8.62,3.73,11.22,9.38,5.46,62.4,8.7,3.34,0.0,Летний режим
2024-08-04,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.13,2.56,9.01,11.87,0.69,70.1,2.6,2.95,0.0,Летний режим
2024-08-05,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,7.24,3.81,10.79,10.76,2.33,64.7,11.7,3.62,0.0,Летний режим
2024-08-06,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.84,1.41,8.75,12.16,2.57,54.8,6.6,5.32,0.0,Летний режим
2024-08-07,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,7.58,4.23,12.54,10.42,3.3,77.3,7.8,3.19,0.0,Летний режим
2024-08-08,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,8.51,4.17,11.17,9.49,2.19,71.8,9.6,4.6,0.0,Летний режим
2024-08-09,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.32,0.12,10.06,11.68,2.17,60.6,8.5,4.2,0.0,Летний режим
2024-08-10,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,7.0,1.64,11.01,11.0,4.16,70.5,11.0,2.31,0.0,Летний режим
2024-08-11,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,7.92,2.27,11.35,10.08,0.73,70.4,9.8,5.11,0.0,Летний режим
2024-08-12,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,7.68,4.69,12.25,10.32,1.69,61.5,2.0,4.88,0.0,Летний режим
2024-08-13,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.58,0.9,10.05,12.42,1.08,64.6,3.3,3.62,0.0,Летний режим
2024-08-14,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,8.59,5.87,11.39,9.41,1.56,67.7,5.2,2.78,0.0,Летний режим
2024-08-15,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,7.22,3.64,9.41,10.78,1.63,64.4,6.7,1.98,0.0,Летний режим
2024-08-16,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.68,2.95,9.18,11.32,1.29,67.7,8.5,3.34,0.0,Летний режим
2024-08-17,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.47,3.32,9.43,11.53,2.83,49.6,3.1,3.14,0.0,Летний режим
2024-08-18,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,7.41,4.54,9.58,10.59,1.38,55.7,10.1,4.81,0.0,Летний режим
2024-08-19,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,7.85,3.53,11.0,10.15,0.73,68.6,10.2,2.13,0.0,Летний режим
2024-08-20,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.36,-0.95,6.66,13.64,1.81,70.9,9.2,3.7,0.0,Летний режим
2024-08-21,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.9,2.35,9.7,13.1,4.85,58.7,3.0,2.57,0.0,Летний режим
2024-08-22,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.56,-0.32,6.57,14.44,1.22,76.9,6.8,2.46,0.0,Летний режим
2024-08-23,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.76,2.8,9.89,11.24,1.76,61.0,3.7,2.55,0.0,Летний режим
2024-08-24,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.61,0.26,10.82,11.39,0.75,72.8,3.2,3.97,0.0,Летний режим
2024-08-25,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.44,-0.2,7.85,12.56,0.66,76.1,9.6,3.52,0.0,Летний режим
2024-08-26,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.25,1.12,8.19,13.75,3.82,65.1,5.5,2.65,0.0,Летний режим
2024-08-27,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,7.79,2.65,12.76,10.21,1.86,56.8,11.8,3.41,0.0,Летний режим
2024-08-28,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,8.16,3.38,10.64,9.84,0.83,69.2,8.0,2.31,0.0,Летний режим
2024-08-29,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,8.05,2.13,11.31,9.95,1.43,58.6,5.6,2.62,0.0,Летний режим
2024-08-30,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.68,1.73,9.89,12.32,0.41,53.2,8.5,3.39,0.0,Летний режим
2024-08-31,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.74,-0.6,10.19,12.26,1.64,65.4,3.6,2.35,0.0,Летний режим
2024-09-01,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.66,1.06,7.88,12.34,2.42,76.0,9.2,1.95,0.0,Переходный период
2024-09-02,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.16,-0.07,9.48,12.84,1.11,69.9,9.4,4.78,0.0,Переходный период
2024-09-03,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.44,0.88,5.88,14.56,2.11,68.1,11.7,3.39,0.0,Переходный период
2024-09-04,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.28,-0.75,8.05,13.72,0.49,68.1,7.3,3.18,0.0,Переходный период
2024-09-05,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.33,1.71,10.2,11.67,0.69,54.1,10.8,3.12,0.0,Переходный период
2024-09-06,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.01,-1.04,8.62,12.99,1.83,51.8,13.6,2.66,0.0,Переходный период
2024-09-07,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.2,-0.67,8.05,13.8,1.36,62.4,12.4,2.83,0.0,Переходный период
2024-09-08,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.44,1.41,8.65,13.56,0.5,67.5,11.7,5.76,0.0,Переходный период
2024-09-09,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,7.35,0.95,10.88,10.65,0.49,70.5,8.9,3.86,0.0,Переходный период
2024-09-10,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.85,3.25,11.83,11.15,0.3,73.9,10.1,2.36,0.0,Переходный период
2024-09-11,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.17,0.87,10.08,11.83,0.18,59.3,11.3,5.19,0.0,Переходный период
2024-09-12,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.68,2.18,8.55,13.32,0.42,58.0,12.6,2.42,0.0,Переходный период
2024-09-13,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,2.49,-1.89,7.19,15.51,0.04,56.3,15.1,4.56,0.0,Переходный период
2024-09-14,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.49,-1.7,7.06,13.51,0.2,57.0,9.4,2.68,0.0,Переходный период
2024-09-15,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.61,-0.33,8.2,14.39,0.02,63.0,6.9,3.55,0.0,Переходный период
2024-09-16,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,4.91,0.23,7.25,13.09,2.57,67.4,3.7,3.24,0.0,Переходный период
2024-09-17,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.4,-0.89,7.43,12.6,0.93,54.9,14.0,3.39,0.0,Переходный период
2024-09-18,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,2.72,-2.43,6.13,15.28,0.61,63.0,13.4,3.21,0.0,Переходный период
2024-09-19,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.61,0.47,9.75,12.39,2.54,67.9,10.6,2.74,0.0,Переходный период
2024-09-20,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.6,-1.72,8.47,14.4,1.35,60.6,12.1,3.44,0.0,Переходный период
2024-09-21,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.53,-2.61,6.16,14.47,0.41,66.8,14.8,4.96,0.0,Переходный период
2024-09-22,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,2.43,-3.64,5.06,15.57,2.71,63.5,13.6,2.76,0.0,Переходный период
2024-09-23,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,2.87,0.24,7.75,15.13,0.15,76.0,7.0,1.79,0.0,Переходный период
2024-09-24,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.16,-0.33,5.8,14.84,0.48,63.1,8.2,1.43,0.0,Переходный период
2024-09-25,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,2.59,-0.74,6.01,15.41,0.3,61.7,4.8,1.91,0.0,Переходный период
2024-09-26,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,2.29,-1.06,5.16,15.71,0.71,58.1,11.3,1.03,0.0,Переходный период
2024-09-27,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,2.04,-3.67,4.88,15.96,0.03,64.8,12.1,0.7,0.0,Переходный период
2024-09-28,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,5.56,0.1,8.35,12.44,0.43,61.0,7.7,3.79,0.0,Переходный период
2024-09-29,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,2.06,-3.15,5.86,15.94,1.2,63.8,9.4,3.88,0.0,Переходный период
2024-09-30,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.37,-0.65,8.0,14.63,2.83,74.3,11.4,3.54,0.0,Переходный период
2024-10-01,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,2.21,-3.6,6.24,15.79,0.6,51.7,13.0,1.57,0.0,Отопительный сезон
2024-10-02,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-2.42,-8.41,2.58,20.42,0.38,82.9,11.6,4.42,10.69,Отопительный сезон
2024-10-03,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,6.5,2.18,8.82,11.5,3.06,63.1,9.1,3.36,0.0,Отопительный сезон
2024-10-04,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,1.69,-2.58,4.17,16.31,0.61,65.0,11.2,3.36,0.0,Отопительный сезон
2024-10-05,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,0.72,-3.81,4.05,17.28,0.35,60.9,14.9,4.38,0.0,Отопительный сезон
2024-10-06,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.37,-2.6,6.17,14.63,0.54,57.8,10.5,3.8,0.0,Отопительный сезон
2024-10-07,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,3.49,-1.88,7.83,14.51,0.3,66.2,10.5,3.38,0.0,Отопительный сезон
2024-10-08,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,0.26,-3.9,5.21,17.74,0.09,66.8,17.6,4.49,0.0,Отопительный сезон
2024-10-09,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-0.28,-3.52,2.06,18.28,0.95,72.9,12.8,5.26,1.462,Отопительный сезон
2024-10-10,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-0.51,-6.29,2.86,18.51,1.4,72.7,9.8,5.24,2.649,Отопительный сезон
2024-10-11,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,1.2,-1.89,4.12,16.8,0.32,62.4,10.3,3.73,0.0,Отопительный сезон
2024-10-12,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,0.78,-3.29,3.08,17.22,1.01,67.8,13.7,2.78,0.0,Отопительный сезон
2024-10-13,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,1.56,-3.93,6.44,16.44,0.85,61.0,17.6,5.15,0.0,Отопительный сезон
2024-10-14,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,0.06,-4.29,4.68,17.94,0.92,62.0,6.3,3.3,0.0,Отопительный сезон
2024-10-15,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-0.68,-3.94,2.48,18.68,1.76,84.9,13.2,2.97,2.034,Отопительный сезон
2024-10-16,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,0.11,-2.49,4.23,17.89,0.4,72.5,10.8,3.5,0.0,Отопительный сезон
2024-10-17,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-1.07,-3.73,3.74,19.07,1.05,78.1,8.7,4.89,5.252,Отопительный сезон
2024-10-18,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,0.62,-5.79,3.23,17.38,0.66,61.7,15.7,5.66,0.0,Отопительный сезон
2024-10-19,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,0.1,-4.8,2.18,17.9,1.89,50.4,5.5,2.74,0.0,Отопительный сезон
2024-10-20,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,0.16,-5.54,2.98,17.84,0.3,72.5,8.7,3.62,0.0,Отопительный сезон
2024-10-21,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-0.15,-5.02,3.6,18.15,1.41,82.0,15.3,5.46,0.808,Отопительный сезон
2024-10-22,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-1.61,-5.83,0.78,19.61,0.28,77.2,9.5,5.08,8.178,Отопительный сезон
2024-10-23,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-3.72,-7.22,-0.69,21.72,1.87,76.1,13.0,5.42,20.156,Отопительный сезон
2024-10-24,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,0.61,-4.83,3.34,17.39,0.1,55.5,12.9,3.53,0.0,Отопительный сезон
2024-10-25,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,0.19,-4.96,4.61,17.81,0.35,78.9,7.7,4.12,0.0,Отопительный сезон
2024-10-26,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-2.71,-6.33,1.93,20.71,1.23,80.7,8.3,2.19,5.942,Отопительный сезон
2024-10-27,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-0.4,-5.09,3.79,18.4,0.57,76.4,8.9,6.25,2.513,Отопительный сезон
2024-10-28,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-1.67,-7.63,2.51,19.67,0.67,87.0,12.1,4.61,7.72,Отопительный сезон
2024-10-29,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-2.17,-6.57,2.69,20.17,0.04,78.0,11.6,3.72,8.078,Отопительный сезон
2024-10-30,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-2.23,-8.24,1.19,20.23,2.85,74.8,11.8,5.79,12.886,Отопительный сезон
2024-10-31,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-3.62,-9.16,-1.32,21.62,1.57,68.3,13.1,4.58,16.57,Отопительный сезон
2024-11-01,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-2.72,-6.59,0.02,20.72,0.97,89.7,10.1,3.12,8.498,Отопительный сезон
2024-11-02,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-2.6,-6.66,0.45,20.6,0.72,90.1,5.1,4.64,12.061,Отопительный сезон
2024-11-03,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-2.53,-8.65,0.85,20.53,0.88,70.3,8.9,5.19,13.13,Отопительный сезон
2024-11-04,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-3.93,-6.64,0.66,21.93,0.39,87.0,11.1,2.98,11.717,Отопительный сезон
2024-11-05,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-2.57,-7.71,0.75,20.57,0.04,67.0,7.0,2.97,7.624,Отопительный сезон
2024-11-06,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-4.17,-8.29,-0.74,22.17,1.89,87.2,12.1,4.88,20.363,Отопительный сезон
2024-11-07,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-4.21,-7.95,-0.89,22.21,0.87,94.1,10.7,3.57,15.01,Отопительный сезон
2024-11-08,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-3.49,-8.86,-0.28,21.49,0.49,76.2,11.3,4.8,16.716,Отопительный сезон
2024-11-09,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-4.45,-10.3,-1.46,22.45,1.69,80.3,12.5,3.3,14.693,Отопительный сезон
2024-11-10,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-5.46,-11.15,-2.52,23.46,0.18,90.2,10.9,3.77,20.591,Отопительный сезон
2024-11-11,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-4.86,-8.45,-0.12,22.86,0.82,74.1,15.0,3.53,17.118,Отопительный сезон
2024-11-12,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-5.27,-11.37,-1.9,23.27,0.42,98.0,17.4,4.89,25.744,Отопительный сезон
2024-11-13,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-4.17,-9.68,-0.66,22.17,2.47,90.4,11.6,4.33,18.05,Отопительный сезон
2024-11-14,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-3.5,-7.88,-0.2,21.5,4.93,73.3,12.7,3.64,12.773,Отопительный сезон
2024-11-15,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-3.79,-10.09,0.09,21.79,1.21,81.0,5.0,6.72,25.464,Отопительный сезон
2024-11-16,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-5.82,-11.16,-1.4,23.82,1.46,76.3,11.7,4.75,27.659,Отопительный сезон
2024-11-17,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-5.5,-9.93,-3.25,23.5,2.06,84.8,11.5,3.71,20.416,Отопительный сезон
2024-11-18,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-4.71,-8.24,-2.57,22.71,0.64,75.5,13.3,3.84,18.088,Отопительный сезон
2024-11-19,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-7.69,-14.06,-4.37,25.69,0.05,80.8,9.1,3.45,26.548,Отопительный сезон
2024-11-20,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-4.12,-8.57,-1.86,22.12,0.25,95.0,9.3,5.83,24.057,Отопительный сезон
2024-11-21,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-3.72,-9.55,-1.28,21.72,0.84,74.9,12.9,3.09,11.481,Отопительный сезон
2024-11-22,MKD-001,ЦАО,55.7558,37.6176,55.7558_37.6176,-4.66,-10.12,-0.29,22.66,3.67,89.0,9.0,4.18,19.489,Отопительный сезон
